Sno.,labels,Bookreviews
6123,0,i hate brokeback mountain
6124,0,i have to say i hated brokeback mountain though
6125,0,brokeback mountain sucked big juicy donkey balls
6126,0,i absolutely hated brokeback mountain
6127,0,brokeback mountain did suck and it was way too long
6128,0,a gay guy posted in livejournal about how much he thought brokeback mountain sucked
6129,0,and brokeback mountain can suck my dick
6130,0,brokeback mountain sucked
6131,0,brokeback mountain is boring
6132,0,brokeback mountain sucks too
6133,0,brokeback mountain sucks
6134,0,brokeback mountain sucks
6135,0,i hate brokeback mountain
6136,0,i hate brokeback mountain
6137,0,good night and good lucks a close second but i freaking hated brokeback mountain
6138,0,the gayness wasnt what made brokeback mountain suck
6139,0,i really hate brokeback mountain
6140,0,waa well they can all die brokeback mountain sucks
6141,0,brokeback mountain sucks
6142,0,i hate brokeback mountain
6143,0,omg i hate brokeback mountain
6144,0,but i also hate brokeback mountain and am kind of glad that it lost
6145,0,brokeback mountain sucks anus and thats a fact
6146,0,brokeback mountain larry mcmurtry diana ossanathe book sucked movie was way better they had a lot of work to do
6147,0,its freezing cold up there after watching the brokeback mountain which sucks big time nearly fell asleep
6148,0,evilpinkmunky is gay and brokeback mountain sucks
6149,0,i soo hated brokeback mountain
6150,0,brokeback mountain sucked
6151,0,i hate brokeback mountain
6152,0,i officially hate brokeback mountain
6153,0,it is shameful that i hate brokeback mountain is just because it is more popular than capote but i hate it
6154,0,brokeback mountain sucks
6155,0,i hated b brokeback mountain b
6156,0,i absolutely hated brokeback mountain
6157,0,by the master himself the man sitting at the head of the table is a rant on how brokeback mountain has made gayness so mainstream it well kind of sucks
6158,0,brokeback mountain sucked
6159,0,brokeback mountain stinks
6160,0,i think the academy was too chicken to give the best picture to brokeback mountain and that sucks
6161,0,i hate brokeback mountain
6162,0,i officially hate brokeback mountain
6163,0,i didnt hate it as much as i hated brokeback mountain but i did hate sam with a passion
6164,0,brokeback mountain was stupid sort of but it had really good mountain scenes and the backdrop to the movie was good overall
6165,0,i watched brokeback mountain and tried my best to hate the thing
6166,0,i absolutely hated brokeback mountain
6167,0,ah it was nothin i love heather shes great and i hate will brokeback mountain stites
6168,0,things i hate about you a knights tale brokeback mountain
6169,0,why do i hate brokeback mountain so much
6170,0,okay so everyone else i went with seemed to hate brokeback mountain or at least josie and zach did and they were the loudest criticizers
6171,0,t see it but much like brokeback mountain t need to see it to know it sucks ass
6172,0,psbrokeback mountain fucking sucked
6173,0,i hate nanny mcphee and brokeback mountain
6174,0,perhaps i should revise my opinion to i hate brokeback mountain jokes unless they are carefully crafted and involve one of my popculture loves
6175,0,i hate this brokeback mountain shit
6176,0,brokeback mountain was the most awful movie i have ever seen
6177,0,they were saying how awful brokeback mountain was
6178,0,i hate this brokeback mountain shit
6179,0,we rode bikes to hollywood and rented brokeback mountain which was also stupid
6180,0,the complaints ive seen about the vitobeinggay plot twist with facile comparsions to brokeback mountain are so stupid
6181,0,brokeback mountain a movie about two gay cowboys overcoming adversity is the stupidest and most offensive film hollywood has concocted yet
6182,0,then dinner with min and rosie and brokeback mountain which was an awful movie
6183,0,brokeback mountain was such a stupid movie
6184,0,and for the record i thought brokeback mountain was a stupid movie which actually fit into the independant movies always have gay cowboys eating pudding category
6185,0,or that awful goth twist on brokeback mountain the shatteredspine emomound of cow shit
6186,0,stupid brokeback mountain
6187,0,stupid brokeback mountain
6188,0,i would like to kill the writers of brokeback mountain for ruining my image of cowboys
6189,0,i thought brokeback mountain was an awful movie
6190,0,stupid brokeback mountain you ruined it for me
6191,0,brokeback mountain was so stupid
6192,0,everyone knows brokeback mountain is going to win all because of the stupid gay cowboys
6193,0,brokeback mountain was stupid
6194,0,take that stupid brokeback mountain
6195,0,a couple of very liberal people i know thought brokeback mountain was stupid exploitation
6196,0,and stupid brokeback mountain was not showing the one night time we try to go see it they had it rented out the theater for something else
6197,0,brokeback mountain boyy hahahahahaha i suck weiners
6198,0,murderballimmediately after crash won the oscar there was a lot of bullshit about how brokeback mountain was robbed in favor of a stupid movie that told us that racism is bad
6199,0,in her rant with generalized condemnation of the entire hollywood industry the people who actually voted for brokeback mountain are targeted as part of the same stupid mob
